SampleSize,Trial,Estimator,RuntimeNs
400,29,Unbiased,1834
400,29,BarianceOpt,834
400,30,Unbiased,1917
400,30,BarianceOpt,833
400,31,Unbiased,1667
400,31,BarianceOpt,833
400,32,Unbiased,1666
400,32,BarianceOpt,833
400,33,Unbiased,1667
400,33,BarianceOpt,833
400,34,Unbiased,1667
400,34,BarianceOpt,833
400,35,Unbiased,1667
400,35,BarianceOpt,833
400,36,Unbiased,1625
400,36,BarianceOpt,833
400,37,Unbiased,1708
400,37,BarianceOpt,834
400,38,Unbiased,1667
400,38,BarianceOpt,1125
400,39,Unbiased,1708
400,39,BarianceOpt,875
400,40,Unbiased,2042
400,40,BarianceOpt,833
400,41,Unbiased,1708
400,41,BarianceOpt,833
400,42,Unbiased,1833
400,42,BarianceOpt,834
400,43,Unbiased,1708
400,43,BarianceOpt,792
400,44,Unbiased,1625
400,44,BarianceOpt,833
400,45,Unbiased,1667
400,45,BarianceOpt,834
400,46,Unbiased,1750
400,46,BarianceOpt,875
400,47,Unbiased,1708
400,47,BarianceOpt,834
400,48,Unbiased,1708
400,48,BarianceOpt,833
400,49,Unbiased,1667
400,49,BarianceOpt,833
400,50,Unbiased,2292
400,50,BarianceOpt,917
400,51,Unbiased,1792
400,51,BarianceOpt,875
400,52,Unbiased,1666
400,52,BarianceOpt,834
400,53,Unbiased,1667
400,53,BarianceOpt,792
400,54,Unbiased,1709
400,54,BarianceOpt,834
400,55,Unbiased,1625
400,55,BarianceOpt,875
400,56,Unbiased,1667
400,56,BarianceOpt,875
400,57,Unbiased,1667
400,57,BarianceOpt,833
400,58,Unbiased,1708
400,58,BarianceOpt,833
400,59,Unbiased,1708
400,59,BarianceOpt,3000
400,60,Unbiased,2042
400,60,BarianceOpt,833
400,61,Unbiased,1667
400,61,BarianceOpt,834
400,62,Unbiased,1625
400,62,BarianceOpt,833
400,63,Unbiased,1667
400,63,BarianceOpt,917
400,64,Unbiased,1833
400,64,BarianceOpt,834
400,65,Unbiased,1667
400,65,BarianceOpt,833
400,66,Unbiased,1709
400,66,BarianceOpt,917
400,67,Unbiased,1667
400,67,BarianceOpt,958
400,68,Unbiased,1625
400,68,BarianceOpt,792
400,69,Unbiased,1625
400,69,BarianceOpt,833
400,70,Unbiased,1625
400,70,BarianceOpt,917
400,71,Unbiased,2041
400,71,BarianceOpt,833
400,72,Unbiased,1834
400,72,BarianceOpt,834
400,73,Unbiased,1666
400,73,BarianceOpt,833
400,74,Unbiased,1667
400,74,BarianceOpt,833
400,75,Unbiased,1833
400,75,BarianceOpt,833
400,76,Unbiased,1708
400,76,BarianceOpt,792
400,77,Unbiased,1667
400,77,BarianceOpt,791
400,78,Unbiased,1834
400,78,BarianceOpt,875
400,79,Unbiased,1709
400,79,BarianceOpt,1125
400,80,Unbiased,1833
400,80,BarianceOpt,833
400,81,Unbiased,1958
400,81,BarianceOpt,834
400,82,Unbiased,1625
400,82,BarianceOpt,875
400,83,Unbiased,1750
400,83,BarianceOpt,834
400,84,Unbiased,1791
400,84,BarianceOpt,833
400,85,Unbiased,1792
400,85,BarianceOpt,833
400,86,Unbiased,1666
400,86,BarianceOpt,833
400,87,Unbiased,1750
400,87,BarianceOpt,875
400,88,Unbiased,1750
400,88,BarianceOpt,1000
400,89,Unbiased,1667
400,89,BarianceOpt,833
400,90,Unbiased,1750
400,90,BarianceOpt,875
400,91,Unbiased,2167
400,91,BarianceOpt,958
400,92,Unbiased,1709
400,92,BarianceOpt,1042
400,93,Unbiased,1709
400,93,BarianceOpt,833
400,94,Unbiased,1625
400,94,BarianceOpt,833
400,95,Unbiased,1792
400,95,BarianceOpt,1000
400,96,Unbiased,1709
400,96,BarianceOpt,875
400,97,Unbiased,1792
400,97,BarianceOpt,958
400,98,Unbiased,1833
400,98,BarianceOpt,833
400,99,Unbiased,1708
400,99,BarianceOpt,833
800,0,Unbiased,22167
800,0,BarianceOpt,1958
800,1,Unbiased,3334
800,1,BarianceOpt,1708
800,2,Unbiased,3333
800,2,BarianceOpt,1792
800,3,Unbiased,3375
800,3,BarianceOpt,1625
800,4,Unbiased,3333
800,4,BarianceOpt,1875
800,5,Unbiased,3459
800,5,BarianceOpt,1625
800,6,Unbiased,4041
800,6,BarianceOpt,1625
800,7,Unbiased,3292
800,7,BarianceOpt,1666
800,8,Unbiased,3250
800,8,BarianceOpt,1625
800,9,Unbiased,3250
800,9,BarianceOpt,1667
800,10,Unbiased,3458
800,10,BarianceOpt,2125
800,11,Unbiased,3500
